coefficient	error_type	predictor	predictors	sample	type	validation_timepoint
-1.490807600999576	validation	ne_star	ep_star-ne_star	simulated_sample_3	simulated	2037-04-01
0.3045752022797459	validation	ep_star	ep_star-ne_star	simulated_sample_3	simulated	2037-10-01
-1.4950507330764682	validation	ne_star	ep_star-ne_star	simulated_sample_3	simulated	2037-10-01
0.35433574532625306	validation	ep_star	ep_star-ne_star	simulated_sample_3	simulated	2038-04-01
-1.4568559611791203	validation	ne_star	ep_star-ne_star	simulated_sample_3	simulated	2038-04-01
0.37736135143666777	validation	ep_star	ep_star-ne_star	simulated_sample_3	simulated	2038-10-01
-1.4583514695075586	validation	ne_star	ep_star-ne_star	simulated_sample_3	simulated	2038-10-01
0.3123602183728796	validation	ep_star	ep_star-ne_star	simulated_sample_3	simulated	2039-04-01
-1.7437767829390782	validation	ne_star	ep_star-ne_star	simulated_sample_3	simulated	2039-04-01
0.3573296405354973	validation	ep_star	ep_star-ne_star	simulated_sample_3	simulated	2039-10-01
-1.8480749747252068	validation	ne_star	ep_star-ne_star	simulated_sample_3	simulated	2039-10-01
-0.00129847932338389	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2023-10-01
0.03879338153395765	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2023-10-01
-0.0094165199320892	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2024-04-01
-0.0014400261180800766	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2024-04-01
0.25681431134346394	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2024-10-01
-1.6862184241820868	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2024-10-01
0.2290639896233733	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2025-04-01
-1.5706027866184444	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2025-04-01
0.22124476846459884	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2025-10-01
-1.6047592428308597	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2025-10-01
0.2216168015830039	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2026-04-01
-1.627900742630834	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2026-04-01
0.2071129945916499	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2026-10-01
-1.5771013645278045	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2026-10-01
0.2001621814250098	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2027-04-01
-1.3259403582970328	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2027-04-01
-0.04919583550663721	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2027-10-01
-1.7366116954203636	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2027-10-01
-0.01341200587633618	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2028-04-01
-1.4639311485469242	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2028-04-01
0.02323741734914889	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2028-10-01
-1.5884298165552968	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2028-10-01
0.06461938930497937	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2029-04-01
-1.5185652717618272	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2029-04-01
0.06136929505357235	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2029-10-01
-1.3482721069825765	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2029-10-01
0.015035196163544559	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2030-04-01
-1.3829430190541132	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2030-04-01
0.0002605832856939177	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2030-10-01
-1.505268447670892	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2030-10-01
0.0526092202738077	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2031-04-01
-1.4519902563338722	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2031-04-01
0.05525722110975835	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2031-10-01
-1.527758393096363	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2031-10-01
0.021092027129833303	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2032-04-01
-1.4402892077343417	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2032-04-01
-0.006176422781121778	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2032-10-01
-1.3030231021046548	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2032-10-01
0.013315710871020537	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2033-04-01
-1.3560325258333648	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2033-04-01
0.04642705038943616	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2033-10-01
-1.3393683110217025	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2033-10-01
0.010665986344470595	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2034-04-01
-1.2789822175596144	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2034-04-01
-0.015485167338984994	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2034-10-01
-1.3293646816428963	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2034-10-01
0.030393358639592017	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2035-04-01
-1.369932646163181	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2035-04-01
0.004752615893923078	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2035-10-01
-1.3703864799594043	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2035-10-01
0.02499897569894512	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2036-04-01
-1.495704085818896	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2036-04-01
0.06698708939188122	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2036-10-01
-1.4946702816322381	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2036-10-01
0.0951692672787399	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2037-04-01
-1.5536160863921658	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2037-04-01
-0.038363678573930624	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2037-10-01
-1.3358667878367556	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2037-10-01
-0.0011375159874059456	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2038-04-01
-1.2956733826711604	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2038-04-01
-0.0351061886994696	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2038-10-01
-1.3349535520994158	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2038-10-01
-0.0012477444331876854	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2039-04-01
-1.6214542146220448	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2039-04-01
-0.8855661401579712	validation	ep_x	ep_x-ne_star	simulated_sample_3	simulated	2039-10-01
-1.7976638252307455	validation	ne_star	ep_x-ne_star	simulated_sample_3	simulated	2039-10-01
1.0111527757970378	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2023-10-01
-2.0280323085039136	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2023-10-01
1.1066547052247968	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2024-04-01
-2.181569881506224	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2024-04-01
1.0734758585072182	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2024-10-01
-2.227798652595163	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2024-10-01
1.0845513483317957	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2025-04-01
-2.2049160499389795	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2025-04-01
1.0949207301272559	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2025-10-01
-2.2894180007428866	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2025-10-01
1.077575903496718	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2026-04-01
-2.005957403230106	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2026-04-01
1.0662994865222089	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2026-10-01
-1.9113973781103808	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2026-10-01
1.0658685303546709	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2027-04-01
-1.4096755933289404	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2027-04-01
0.9746018380043646	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2027-10-01
-2.140237012226589	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2027-10-01
1.0121229037680204	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2028-04-01
-2.174041673832994	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2028-04-01
1.055565998817669	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2028-10-01
-2.348809971344206	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2028-10-01
1.0774782431198422	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2029-04-01
-2.049032825831377	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2029-04-01
1.1196675122048534	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2029-10-01
-2.0151073433232733	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2029-10-01
1.0453835384327599	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2030-04-01
-2.016974849527663	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2030-04-01
1.0306278781640166	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2030-10-01
-2.0986870512669284	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2030-10-01
1.0590400782445344	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2031-04-01
-2.1272638169660825	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2031-04-01
1.0258714637789708	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2031-10-01
-2.1450886046530977	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2031-10-01
1.0513769644332551	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2032-04-01
-2.1085408380335	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2032-04-01
1.1524688358619342	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2032-10-01
-2.0058370663979286	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2032-10-01
1.168213169715326	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2033-04-01
-2.030182087147473	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2033-04-01
1.1589818213938132	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2033-10-01
-2.0222518621023298	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2033-10-01
1.7024583484913507	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2034-04-01
-0.8932660901858619	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2034-04-01
1.6220241265534556	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2034-10-01
-0.9025192582611627	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2034-10-01
1.6710903032750637	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2035-04-01
-0.7045665586788921	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2035-04-01
1.6608083104980262	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2035-10-01
-0.731520188801408	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2035-10-01
1.7049792350152648	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2036-04-01
-0.8033976135897205	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2036-04-01
1.8652507437092456	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2036-10-01
-1.5598815347342536	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2036-10-01
1.8524512931173047	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2037-04-01
-1.5477406677916996	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2037-04-01
1.8260365847626048	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2037-10-01
-1.5332584621855263	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2037-10-01
1.772997545807451	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2038-04-01
-1.5372566942825898	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2038-04-01
1.7770898615311124	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2038-10-01
-1.4952491766662264	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2038-10-01
1.7312889670931924	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2039-04-01
-1.5112156646689494	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2039-04-01
1.6895381317385032	validation	lbi	lbi-ne_star	simulated_sample_3	simulated	2039-10-01
-1.495105032325581	validation	ne_star	lbi-ne_star	simulated_sample_3	simulated	2039-10-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2003-10-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2004-04-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2004-10-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2005-04-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2005-10-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2006-04-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2006-10-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2007-04-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2007-10-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2008-04-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2008-10-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2009-04-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2009-10-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2010-04-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2010-10-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2011-04-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2011-10-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2012-04-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2012-10-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2013-04-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2013-10-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2014-04-01
0.0	validation	naive	naive	natural_sample_1_with_90_vpm_sliding	natural	2014-10-01
0.00294948381442959	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2003-10-01
0.008758848440061823	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2004-04-01
0.0008100223073057276	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2004-10-01
1.0813217860025643	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2005-04-01
1.05691130294087	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2005-10-01
1.0751800733203558	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2006-04-01
1.0650324414929293	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2006-10-01
0.7589789188392109	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2007-04-01
0.5151930217687707	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2007-10-01
0.5236699028762549	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2008-04-01
0.4958625447699938	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2008-10-01
0.5393999830087858	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2009-04-01
0.09676227029183401	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2009-10-01
0.08121416781649042	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2010-04-01
-0.3400123099708441	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2010-10-01
-0.3912142179471952	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2011-04-01
-0.4361674594561758	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2011-10-01
-0.501177360627734	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2012-04-01
-0.14673525677080826	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2012-10-01
-0.13244268651790378	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2013-04-01
-0.04858008509765496	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2013-10-01
-0.04787377636198455	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2014-04-01
-0.009879246572122123	validation	ep_star	ep_star	natural_sample_1_with_90_vpm_sliding	natural	2014-10-01
0.06718613657291349	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2003-10-01
0.08725721397021602	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2004-04-01
0.08746773513049834	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2004-10-01
0.08724046539609429	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2005-04-01
0.09124163624467402	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2005-10-01
0.08623579789664629	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2006-04-01
0.051255810648691405	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2006-10-01
0.1689600209147743	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2007-04-01
0.1633233697081335	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2007-10-01
0.16354578563971114	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2008-04-01
0.1689297765654909	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2008-10-01
1.434871087544633	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2009-04-01
1.3451147190241626	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2009-10-01
0.3579366952904069	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2010-04-01
0.2292125472155304	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2010-10-01
0.2162464397493419	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2011-04-01
0.18725272957855224	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2011-10-01
0.16067910002743613	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2012-04-01
0.2181041037495252	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2012-10-01
0.2461403978886431	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2013-04-01
0.28314745404197483	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2013-10-01
0.2634169171199056	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2014-04-01
0.36162118988180136	validation	ep_x_koel	ep_x_koel	natural_sample_1_with_90_vpm_sliding	natural	2014-10-01
0.8108907185819613	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2003-10-01
1.1628730583385098	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2004-04-01
0.8193067237706602	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2004-10-01
0.8129985353836964	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2005-04-01
0.7906848684807828	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2005-10-01
0.8583662440108326	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2006-04-01
0.8131531462442325	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2006-10-01
0.5481653218580453	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2007-04-01
0.5797687847243325	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2007-10-01
0.4813963554365842	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2008-04-01
0.5237056828563321	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2008-10-01
0.5344151584956824	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2009-04-01
0.4852713742341377	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2009-10-01
0.09902873162881573	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2010-04-01
-0.1191236065515571	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2010-10-01
-0.16360256599941925	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2011-04-01
-0.21532168272758284	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2011-10-01
-0.5001380233326244	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2012-04-01
-0.4800684060541881	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2012-10-01
-0.4658275914427521	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2013-04-01
-0.2529872770505853	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2013-10-01
-0.00039012694871040274	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2014-04-01
0.03549655870105425	validation	ep_x_wolf	ep_x_wolf	natural_sample_1_with_90_vpm_sliding	natural	2014-10-01
1.1755711068377122	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2003-10-01
1.19722133889391	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2004-04-01
1.1928860876763416	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2004-10-01
1.1948860017617644	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2005-04-01
1.2030008001631818	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2005-10-01
1.2018873396523249	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2006-04-01
1.1905805371827152	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2006-10-01
1.1365669119999018	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2007-04-01
1.175775558322829	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2007-10-01
1.1248771851352677	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2008-04-01
1.1197259721938069	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2008-10-01
1.143535455518328	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2009-04-01
0.4707146966685235	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2009-10-01
0.15811111165248448	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2010-04-01
0.20885183804850485	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2010-10-01
-0.15836829486707812	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2011-04-01
-0.20016920303010532	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2011-10-01
-0.2496288337894221	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2012-04-01
-0.596170013828016	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2012-10-01
-0.592840371701891	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2013-04-01
-0.4251378647267137	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2013-10-01
-0.357279385990541	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2014-04-01
-0.319339180415922	validation	ep_x	ep_x	natural_sample_1_with_90_vpm_sliding	natural	2014-10-01
0.7153274429944249	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2003-10-01
0.794427622732015	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2004-04-01
0.7826756855030508	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2004-10-01
0.7052000849859273	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2005-04-01
0.7351696638258083	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2005-10-01
0.7623767610953404	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2006-04-01
0.8666413245092809	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2006-10-01
0.8749540575777828	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2007-04-01
1.0517893291942737	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2007-10-01
1.0637607400476252	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2008-04-01
1.1011697378273542	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2008-10-01
1.2121295227469109	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2009-04-01
1.1939270808914306	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2009-10-01
0.6609316021737158	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2010-04-01
0.5700589638575642	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2010-10-01
0.5653209649437851	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2011-04-01
0.5166182765475597	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2011-10-01
0.4828863366470123	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2012-04-01
0.6245091199336359	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2012-10-01
0.7186404598056775	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2013-04-01
0.8293063581785604	validation	oracle_x	oracle_x	natural_sample_1_with_90_vpm_sliding	natural	2013-10-01
